harvest_date,bunches_24ha,bunches_8ha,bunches_2ha,total_bunches,total_weight_kg,avg_bunch_weight_kg,has_missing_values,calculated_total_bunches,total_bunches_valid,calculated_avg_bunch_weight_kg,avg_bunch_weight_valid
2015-12-04,,,,622.0,1320.0,2.12,True,,,2.12,1.0
2015-12-19,,,,570.0,1470.0,2.58,True,,,2.58,1.0
2015-12-30,,,,420.0,1190.0,2.83,True,,,2.83,1.0
2016-01-05,,,,680.0,1790.0,2.63,True,,,2.63,1.0
2016-01-12,,,,735.0,1920.0,2.61,True,,,2.61,1.0
2016-01-20,,,,937.0,2410.0,2.57,True,,,2.57,1.0
2016-01-26,722.0,329.0,67.0,1118.0,2820.0,2.52,False,1118.0,1.0,2.52,1.0
2016-02-02,988.0,615.0,0.0,1603.0,4030.0,2.51,False,1603.0,1.0,2.51,1.0
2016-02-09,1047.0,0.0,90.0,1137.0,2480.0,2.18,False,1137.0,1.0,2.18,1.0
2016-02-10,0.0,517.0,0.0,517.0,1390.0,2.69,False,517.0,1.0,2.69,1.0
2016-02-16,982.0,375.0,0.0,1357.0,3250.0,2.39,False,1357.0,1.0,2.39,1.0
2016-02-17,0.0,60.0,85.0,145.0,540.0,3.72,False,145.0,1.0,3.72,1.0
2016-02-23,838.0,377.0,0.0,1215.0,2900.0,2.39,False,1215.0,1.0,2.39,1.0
2016-03-02,1325.0,579.0,0.0,1904.0,4400.0,2.31,False,1904.0,1.0,2.31,1.0
2016-03-08,1250.0,575.0,95.0,1920.0,4350.0,2.27,False,1920.0,1.0,2.27,1.0
2016-03-15,861.0,215.0,0.0,1076.0,2450.0,2.28,False,1076.0,1.0,2.28,1.0
2016-03-16,0.0,69.0,0.0,69.0,170.0,2.46,False,69.0,1.0,2.46,1.0
2016-03-22,414.0,306.0,53.0,773.0,1820.0,2.35,False,773.0,1.0,2.35,1.0
2016-03-24,348.0,231.0,0.0,579.0,1430.0,2.47,False,579.0,1.0,2.47,1.0
2016-04-05,206.0,93.0,15.0,314.0,760.0,2.42,False,314.0,1.0,2.42,1.0
2016-04-12,424.0,489.0,0.0,913.0,2470.0,2.71,False,913.0,1.0,2.71,1.0
2016-04-19,194.0,156.0,12.0,362.0,1521.0,4.2,False,362.0,1.0,4.2,1.0
2016-04-30,705.0,560.0,58.0,1323.0,3800.0,2.87,False,1323.0,1.0,2.87,1.0
2016-05-10,844.0,405.0,88.0,1337.0,3620.0,2.71,False,1337.0,1.0,2.71,1.0
2016-05-24,715.0,468.0,145.0,1328.0,3650.0,2.75,False,1328.0,1.0,2.75,1.0
2016-06-01,1064.0,461.0,93.0,1618.0,4370.0,2.7,False,1618.0,1.0,2.7,1.0
2016-06-07,656.0,280.0,55.0,991.0,2400.0,2.42,False,991.0,1.0,2.42,1.0
2016-06-14,598.0,270.0,83.0,951.0,2160.0,2.27,False,951.0,1.0,2.27,1.0
2016-06-21,1214.0,535.0,114.0,1863.0,3660.0,1.96,False,1863.0,1.0,1.96,1.0
2016-06-29,1126.0,404.0,119.0,1649.0,2840.0,1.72,False,1649.0,1.0,1.72,1.0
2016-07-12,685.0,266.0,75.0,1026.0,1780.0,1.73,False,1026.0,1.0,1.73,1.0
2016-07-28,640.0,272.0,98.0,1010.0,2398.0,2.37,False,1010.0,1.0,2.37,1.0
2016-08-16,235.0,130.0,94.0,459.0,780.0,1.7,False,459.0,1.0,1.7,1.0
2016-09-03,169.0,64.0,67.0,300.0,540.0,1.8,False,300.0,1.0,1.8,1.0
2016-11-17,141.0,24.0,48.0,213.0,570.0,2.68,False,213.0,1.0,2.68,1.0
2016-12-13,110.0,26.0,56.0,192.0,600.0,3.12,False,192.0,1.0,3.12,1.0
2016-12-26,106.0,28.0,33.0,167.0,510.0,3.05,False,167.0,1.0,3.05,1.0
2017-01-10,139.0,33.0,46.0,218.0,690.0,3.17,False,218.0,1.0,3.17,1.0
2017-01-20,208.0,83.0,63.0,354.0,1170.0,3.31,False,354.0,1.0,3.31,1.0
2017-01-27,193.0,66.0,43.0,302.0,970.0,3.21,False,302.0,1.0,3.21,1.0
2017-02-03,203.0,50.0,31.0,284.0,930.0,3.27,False,284.0,1.0,3.27,1.0
2017-02-10,201.0,71.0,36.0,308.0,1110.0,3.6,False,308.0,1.0,3.6,1.0
2017-02-17,269.0,86.0,64.0,419.0,1470.0,3.51,False,419.0,1.0,3.51,1.0
2017-02-24,461.0,131.0,88.0,680.0,2450.0,3.6,False,680.0,1.0,3.6,1.0
2017-03-03,435.0,210.0,110.0,755.0,2760.0,3.66,False,755.0,1.0,3.66,1.0
2017-03-10,534.0,206.0,126.0,866.0,3140.0,3.63,False,866.0,1.0,3.63,1.0
2017-03-17,634.0,253.0,110.0,997.0,3710.0,3.72,False,997.0,1.0,3.72,1.0
2017-03-24,502.0,159.0,65.0,726.0,3190.0,4.39,False,726.0,1.0,4.39,1.0
2017-03-31,623.0,445.0,192.0,1260.0,5250.0,4.17,False,1260.0,1.0,4.17,1.0
2017-04-07,535.0,213.0,118.0,866.0,3460.0,4.0,False,866.0,1.0,4.0,1.0
2017-04-15,519.0,154.0,116.0,789.0,3340.0,4.23,False,789.0,1.0,4.23,1.0
2017-04-18,340.0,145.0,62.0,547.0,2410.0,4.41,False,547.0,1.0,4.41,1.0
2017-04-25,598.0,279.0,82.0,959.0,4200.0,4.38,False,959.0,1.0,4.38,1.0
2017-05-02,502.0,193.0,90.0,785.0,3540.0,4.51,False,785.0,1.0,4.51,1.0
2017-05-10,427.0,182.0,116.0,725.0,3310.0,4.57,False,725.0,1.0,4.57,1.0
2017-05-17,469.0,189.0,90.0,748.0,3740.0,5.0,False,748.0,1.0,5.0,1.0
2017-05-24,399.0,213.0,77.0,689.0,3620.0,5.25,False,689.0,1.0,5.25,1.0
2017-05-31,758.0,311.0,114.0,1183.0,6210.0,5.25,False,1183.0,1.0,5.25,1.0
2017-06-06,426.0,177.0,70.0,673.0,3700.0,5.5,False,673.0,1.0,5.5,1.0
2017-06-15,891.0,322.0,99.0,1312.0,8240.0,6.28,False,1312.0,1.0,6.28,1.0
2017-06-21,1147.0,395.0,106.0,1648.0,8350.0,5.07,False,1648.0,1.0,5.07,1.0
2017-06-28,1239.0,489.0,159.0,1887.0,8620.0,4.57,False,1887.0,1.0,4.57,1.0
2017-07-05,946.0,418.0,123.0,1487.0,7700.0,5.18,False,1487.0,1.0,5.18,1.0
2017-07-12,1230.0,493.0,139.0,1862.0,10180.0,5.47,False,1862.0,1.0,5.47,1.0
2017-07-19,1210.0,536.0,118.0,1864.0,10870.0,5.83,False,1864.0,1.0,5.83,1.0
2017-07-27,1271.0,451.0,78.0,1800.0,10900.0,6.06,False,1800.0,1.0,6.06,1.0
2017-08-02,1086.0,453.0,77.0,1616.0,10090.0,6.24,False,1616.0,1.0,6.24,1.0
2017-08-10,909.0,416.0,75.0,1400.0,8540.0,6.1,False,1400.0,1.0,6.1,1.0
2017-08-17,1075.0,423.0,53.0,1551.0,9780.0,6.31,False,1551.0,1.0,6.31,1.0
2017-08-23,770.0,451.0,55.0,1276.0,7740.0,6.07,False,1276.0,1.0,6.07,1.0
2017-08-30,929.0,527.0,30.0,1486.0,9210.0,6.2,False,1486.0,1.0,6.2,1.0
2017-09-04,923.0,339.0,54.0,1316.0,8560.0,6.5,False,1316.0,1.0,6.5,1.0
2017-09-12,1196.0,542.0,48.0,1786.0,11070.0,6.2,False,1786.0,1.0,6.2,1.0
2017-09-18,724.0,425.0,58.0,1207.0,8440.0,6.99,False,1207.0,1.0,6.99,1.0
2017-09-27,680.0,310.0,27.0,1017.0,7040.0,6.92,False,1017.0,1.0,6.92,1.0
2017-10-04,732.0,347.0,0.0,1079.0,7920.0,7.34,False,1079.0,1.0,7.34,1.0
2017-10-10,510.0,253.0,44.0,807.0,5550.0,6.88,False,807.0,1.0,6.88,1.0
2017-10-17,481.0,225.0,24.0,730.0,4950.0,6.78,False,730.0,1.0,6.78,1.0
2017-10-23,397.0,230.0,32.0,659.0,4990.0,7.57,False,659.0,1.0,7.57,1.0
2017-10-30,458.0,220.0,6.0,684.0,4620.0,6.75,False,684.0,1.0,6.75,1.0
2017-11-06,371.0,214.0,0.0,585.0,3840.0,6.56,False,585.0,1.0,6.56,1.0
2017-11-14,382.0,114.0,39.0,535.0,3740.0,6.99,False,535.0,1.0,6.99,1.0
2017-11-20,333.0,174.0,0.0,507.0,3430.0,6.77,False,507.0,1.0,6.77,1.0
2017-11-27,231.0,98.0,38.0,367.0,2250.0,6.13,False,367.0,1.0,6.13,1.0
2017-12-06,96.0,54.0,0.0,150.0,1000.0,6.67,False,150.0,1.0,6.67,1.0
2017-12-18,248.0,86.0,13.0,347.0,2080.0,5.99,False,347.0,1.0,5.99,1.0
2018-01-02,191.0,80.0,18.0,289.0,1690.0,5.85,False,289.0,1.0,5.85,1.0
2018-01-16,123.0,70.0,19.0,212.0,1240.0,5.85,False,212.0,1.0,5.85,1.0
2018-01-30,205.0,84.0,15.0,304.0,1780.0,5.86,False,304.0,1.0,5.86,1.0
2018-02-12,275.0,66.0,17.0,358.0,2432.0,6.79,False,358.0,1.0,6.79,1.0
2018-02-27,466.0,159.0,45.0,670.0,4190.0,6.25,False,670.0,1.0,6.25,1.0
2018-03-23,507.0,227.0,24.0,758.0,4850.0,6.4,False,758.0,1.0,6.4,1.0
2018-03-31,1032.0,306.0,49.0,1387.0,8500.0,6.13,False,1387.0,1.0,6.13,1.0
2018-04-02,649.0,213.0,14.0,876.0,5940.0,6.78,False,876.0,1.0,6.78,1.0
2018-04-09,608.0,322.0,28.0,958.0,7350.0,7.67,False,958.0,1.0,7.67,1.0
2018-04-16,1044.0,292.0,26.0,1362.0,10330.0,7.58,False,1362.0,1.0,7.58,1.0
2018-04-23,658.0,217.0,36.0,911.0,7290.0,8.0,False,911.0,1.0,8.0,1.0
2018-05-01,1521.0,501.0,41.0,2063.0,16140.0,7.82,False,2063.0,1.0,7.82,1.0
2018-05-09,807.0,414.0,35.0,1256.0,10210.0,8.13,False,1256.0,1.0,8.13,1.0
2018-05-16,,,,1981.0,16050.0,8.1,True,,,8.1,1.0
2018-05-23,1671.0,568.0,75.0,2314.0,18480.0,7.99,False,2314.0,1.0,7.99,1.0
2018-05-31,1340.0,421.0,86.0,1847.0,15340.0,8.31,False,1847.0,1.0,8.31,1.0
2018-06-07,1830.0,747.0,125.0,2702.0,22180.0,8.21,False,2702.0,1.0,8.21,1.0
2018-06-12,1600.0,636.0,76.0,2312.0,19310.0,8.35,False,2312.0,1.0,8.35,1.0
2018-06-18,1667.0,654.0,182.0,2503.0,20060.0,8.01,False,2503.0,1.0,8.01,1.0
2018-06-29,2168.0,834.0,307.0,3309.0,17050.0,5.15,False,3309.0,1.0,5.15,1.0
2018-07-03,1250.0,584.0,114.0,1948.0,25400.0,13.04,False,1948.0,1.0,13.04,1.0
2018-07-10,1685.0,553.0,80.0,2318.0,18930.0,8.17,False,2318.0,1.0,8.17,1.0
2018-07-18,1414.0,653.0,139.0,2206.0,17840.0,8.09,False,2206.0,1.0,8.09,1.0
2018-07-25,2603.0,1130.0,207.0,3940.0,21460.0,5.45,False,3940.0,1.0,5.45,1.0
2018-07-30,1998.0,595.0,146.0,2739.0,8260.0,3.02,False,2739.0,1.0,3.02,1.0
2018-08-06,1075.0,,,,25510.0,,True,,,,
2018-08-15,1574.0,650.0,200.0,2424.0,17000.0,7.01,False,2424.0,1.0,7.01,1.0
2018-08-21,1824.0,695.0,155.0,2674.0,16770.0,6.27,False,2674.0,1.0,6.27,1.0
2018-08-28,1129.0,561.0,121.0,1811.0,12400.0,6.85,False,1811.0,1.0,6.85,1.0
2018-09-03,1412.0,514.0,117.0,2043.0,13350.0,6.53,False,2043.0,1.0,6.53,1.0
2018-09-10,803.0,303.0,28.0,1134.0,7800.0,6.88,False,1134.0,1.0,6.88,1.0
2018-09-17,1303.0,681.0,140.0,2124.0,14380.0,6.77,False,2124.0,1.0,6.77,1.0
2018-09-24,682.0,178.0,53.0,913.0,5800.0,6.35,False,913.0,1.0,6.35,1.0
2018-10-01,1395.0,676.0,138.0,2209.0,14530.0,6.58,False,2209.0,1.0,6.58,1.0
2018-10-08,906.0,456.0,130.0,1492.0,11280.0,7.56,False,1492.0,1.0,7.56,1.0
2018-10-15,1330.0,636.0,127.0,2093.0,14570.0,6.96,False,2093.0,1.0,6.96,1.0
2018-10-23,832.0,376.0,112.0,1320.0,9270.0,7.02,False,1320.0,1.0,7.02,1.0
2018-10-31,588.0,229.0,58.0,875.0,7630.0,8.72,False,875.0,1.0,8.72,1.0
2018-11-05,898.0,404.0,130.0,1432.0,10560.0,7.37,False,1432.0,1.0,7.37,1.0
2018-11-12,675.0,315.0,46.0,1036.0,7910.0,7.64,False,1036.0,1.0,7.64,1.0
2018-11-19,,,,648.0,5130.0,7.92,True,,,7.92,1.0
2018-11-28,,,,952.0,7146.0,7.51,True,,,7.51,1.0
2018-12-06,,,,695.0,5550.0,7.99,True,,,7.99,1.0
2018-12-11,331.0,140.0,40.0,511.0,4040.0,7.91,False,511.0,1.0,7.91,1.0
2018-12-21,,,,421.0,3310.0,7.86,True,,,7.86,1.0
2018-12-28,386.0,143.0,56.0,585.0,4220.0,7.21,False,585.0,1.0,7.21,1.0
2019-01-04,311.0,133.0,55.0,499.0,3940.0,7.9,False,499.0,1.0,7.9,1.0
2019-01-12,335.0,110.0,32.0,477.0,3430.0,7.19,False,477.0,1.0,7.19,1.0
2019-01-19,310.0,120.0,50.0,480.0,3510.0,7.31,False,480.0,1.0,7.31,1.0
2019-01-28,440.0,127.0,36.0,603.0,4430.0,7.35,False,603.0,1.0,7.35,1.0
2019-02-06,338.0,110.0,49.0,497.0,3670.0,7.38,False,497.0,1.0,7.38,1.0
2019-02-14,448.0,86.0,48.0,582.0,4260.0,7.32,False,582.0,1.0,7.32,1.0
2019-02-25,451.0,130.0,75.0,656.0,5380.0,8.2,False,656.0,1.0,8.2,1.0
2019-03-08,453.0,94.0,39.0,586.0,4690.0,8.0,False,586.0,1.0,8.0,1.0
2019-03-18,497.0,127.0,38.0,662.0,5900.0,8.91,False,662.0,1.0,8.91,1.0
2019-03-26,394.0,85.0,36.0,515.0,4750.0,9.22,False,515.0,1.0,9.22,1.0
2019-04-03,495.0,152.0,15.0,662.0,6300.0,9.52,False,662.0,1.0,9.52,1.0
2019-04-11,420.0,65.0,15.0,500.0,4550.0,9.1,False,500.0,1.0,9.1,1.0
2019-04-22,592.0,171.0,7.0,770.0,7160.0,9.3,False,770.0,1.0,9.3,1.0
2019-04-29,511.0,71.0,11.0,593.0,5610.0,9.46,False,593.0,1.0,9.46,1.0
2019-05-08,624.0,93.0,10.0,727.0,7090.0,9.75,False,727.0,1.0,9.75,1.0
2019-05-15,505.0,177.0,18.0,700.0,6870.0,9.81,False,700.0,1.0,9.81,1.0
2019-05-22,352.0,146.0,24.0,522.0,5430.0,10.4,False,522.0,1.0,10.4,1.0
2019-05-30,539.0,196.0,26.0,761.0,8270.0,10.87,False,761.0,1.0,10.87,1.0
2019-06-04,646.0,223.0,26.0,895.0,9580.0,10.7,False,895.0,1.0,10.7,1.0
2019-06-11,796.0,355.0,46.0,1197.0,12436.0,10.39,False,1197.0,1.0,10.39,1.0
2019-06-18,561.0,206.0,35.0,802.0,8630.0,10.76,False,802.0,1.0,10.76,1.0
2019-06-25,878.0,335.0,61.0,1274.0,13160.0,10.33,False,1274.0,1.0,10.33,1.0
2019-07-02,800.0,400.0,57.0,1257.0,19210.0,15.28,False,1257.0,1.0,15.28,1.0
2019-07-11,1091.0,534.0,66.0,1691.0,17810.0,10.53,False,1691.0,1.0,10.53,1.0
2019-07-18,1591.0,600.0,161.0,2352.0,22310.0,9.49,False,2352.0,1.0,9.49,1.0
2019-07-24,731.0,280.0,20.0,1031.0,12380.0,12.01,False,1031.0,1.0,12.01,1.0
2019-07-29,1672.0,500.0,114.0,2286.0,20870.0,9.13,False,2286.0,1.0,9.13,1.0
2019-08-05,893.0,352.0,61.0,1306.0,13050.0,9.99,False,1306.0,1.0,9.99,1.0
2019-08-12,1200.0,430.0,90.0,1720.0,13820.0,8.03,False,1720.0,1.0,8.03,1.0
2019-08-19,1844.0,795.0,170.0,2809.0,28620.0,10.19,False,2809.0,1.0,10.19,1.0
2019-08-25,1157.0,400.0,56.0,1613.0,15900.0,9.86,False,1613.0,1.0,9.86,1.0
2019-09-03,1384.0,425.0,120.0,1929.0,20160.0,10.45,False,1929.0,1.0,10.45,1.0
2019-09-10,1200.0,479.0,125.0,1804.0,25075.0,13.9,False,1804.0,1.0,13.9,1.0
2019-09-17,1612.0,893.0,193.0,2698.0,23710.0,8.79,False,2698.0,1.0,8.79,1.0
